id,title,link,published,source,summary,ingestion_ts
23,Los alumnos de la Autónoma acorralan a los 150 radicales del violento escrache a Felipe González,http://www.abc.es/,"Fri, 21 Oct 2016 00:34:22 +0200",ABC,"<img align=""left"" src=""http://static4.abc.es/media/espana/2016/10/21/recogida-firmas-autonoma3-ku0G--620x349@abc.jpg"" /><p>Indignación. Es lo primero que se respira nada más entrar a la Facultad de Derecho de la Universidad Autónoma de Madrid (UAM), escenario el miércoles, <a href=""http://www.abc.es/espana/madrid/abci-decenas-estudiantes-impiden-felipe-gonzalez-entre-grito-asesinos-no-sois-bienvenidos-201610191227_noticia.html"">de un violento escrache</a> contra el expresidente del Gobierno Felipe González y el periodista Juan Luis Cebrián, dentro del foro «Jornadas sociedad civil y cambio global». Mientras algunos alumnos aprovechan los últimos coletazos de buen tiempo para tomar fuera un café, otros se recluyen en el interior para acometer las tareas pertinentes. Los trabajadores de limpieza se afanan en sacar brillo a un edificio que a simple vista <strong>escapa del prototipo de una madriguera radical</strong> dentro del ámbito universitario.</p>
<p>Tres mesas situadas en diferentes puntos del interior recogen firmas para condenar lo ocurrido. Son estudiantes de la propia facultad, que a través de los grupos de delegados, «votados por todos los compañeros de clase», se han organizado para mostrar su repulsa. No quieren que se les identifique con los violentos, ya que «la universidad es un espacio donde tiene que haber <strong>libertad de expresión y diálogo</strong>, y nadie puede ser sufrir ningún tipo de violencia», explica un integrante de una de las mesas.</p>
<p>Llevan recogidas más de mil firmas y solo son alrededor de 3.000 los matriculados. Una cifra que contrasta <strong>con los apenas 150 vándalos</strong> que acudieron a reventar el acto. Los alumnos han redactado un manifiesto, que el decanato ha leído y aprobado, donde transmiten a la sociedad que en su facultad les permiten exponer cualquier idea, mostrar pancartas, realizar actos, movilizaciones, huelgas o manifestaciones: «Y por ese motivo no necesitamos recurrir a otros medios, como los empleados en esta ocasión, porque podemos hablar y expresarnos por otros medios respetando las normas». Manuela Carmena, que ayer participó con total tranquilidad en el mismo foro, plasmó su firma al final de su ponencia.</p>
<blockquote class=""azul-ultra-oscuro"">
<span class=""fa fa-quote-left gris-claro""> </span>La decana está recabando información que identifique a los autores, sean individuos o asociaciones</blockquote>

<div id=""roba_cintillo-id""></div>

<p>El goteo de jóvenes dispuestos a dejar por escrito su rechazo fue constante. No tienen miedo y esperan que los hechos no queden impunes. «Vamos a llevar una declaración a la Junta de la Facultad para que tome las medidas oportunas. La primera en firmar fue la decana y nos consta que hay abierta una investigación para expulsar a los responsables», asegura una universitaria. </p>
<p>Según explica la decana, <strong>Yolanda Valdeolivares</strong>, lo importante el miércoles fue garantizar la seguridad, pero ahora es tiempo de investigar y recabar información para «adoptar las medidas que lleven a reconocer a los responsables de los hechos y a acreditar su identidad, ya sea a título personal o de asociación».</p>
<p>De camino al <a href=""http://www.abc.es/espana/madrid/abci-politicos-y-universidad-mezcla-perfecta-para-escraches-201610191950_noticia.html"">salón de actos Tomás y Valiente</a>, situado en la segunda planta, otro estudiante advierte que la facultad «es un laberinto», al tiempo que señala una planta más abajo, el pasillo donde está la sede de Habeas Corpus, una asociación autodenominada antifascista y anticapitalista, registrada oficialmente por el decanato, a la que muchos señalan como <strong>participantes activos en el boicot</strong>. «Aunque no sepamos quién lo ha organizado, cualquiera que estuvo allí es capaz de identificar a los compañeros de su clase que han provocado esto», relata el mismo alumno.</p>
<p>Su testimonio es clave para entender la magnitud de lo acontecido. Junto a varios amigos y compañeros trató de acceder al curso, en el que estaban matriculados. «Las ponencias comenzaron el martes y en ninguna pasó nada. Nadie cree que algo así pueda ocurrir». Los violentos accedieron a la facultad portando caretas, algunas de ellas con el nombre de José Antonio Lasa y Christian Olaskoaga -etarras asesinados por los GAL-, y se marcharon <strong>lanzado un petardo de gran tamaño</strong> en el pasillo, que provocó la caída de los protectores de las luces halógenas e impactaron sobre el cuerpo de algunas personas.</p>
<p>«Entre medias, además de empujones, insultos y golpes y de agredir a un profesor de 70 años, en un momento dado vi un cuchillo de cocina de grandes dimensiones, <a href=""https://www.abc.es/espana/madrid/abci-alumno-autonoma-trate-entrar-conferencia-pero-cuchillo-cocina-y-asuste-201610210009_noticia.html"">de esos que la hoja del filo tiembla</a>, y salí de allí corriendo. El arma la encontró un profesor, motivo por el cual los manifestantes lo acusaron de haberlo puesto en ese lugar como una falsa prueba», sentencia el propio afectado.</p>
<blockquote class=""azul-ultra-oscuro"">
<span class=""fa fa-quote-left gris-claro""> </span>La turba fue organizada por los radicales a través de las redes sociales y grupos de Whatsapp</blockquote>
<p>En la guarida de <strong>Habeas Corpus</strong> hay cerca de 20 personas. «Estamos de asamblea, ¿qué queréis?». El revuelo que provoca nuestra presencia es evidente, conscientes de que viven días complicados. «Nuestra asociación no ha organizado nada y tampoco sabemos si alguien de aquí a título individual ha participado», expresa uno de sus miembros.</p>
<p>
<strong>Señalados por sus propios compañeros</strong> de pupitre, dudan entre expresar su visión o permanecer callados, hecho este último que acaba imponiéndose. Aunque no sin antes asegurar en relación al cuchillo que «fueron los escoltas de Felipe González los que lo dejaron tirado en el suelo para incriminarnos».</p>
<h2>Grupos ajenos a la facultad</h2>
<p>La Federación de Estudiantes Libertaria (FEL), que tiene implantación en la Complutense, en la Carlos III y en la propia Autónoma, se ha atribuido el violento escrache <a href=""http://www.abc.es/espana/madrid/abci-madrid-diez-grupos-universitarios-suman-unos-300-radicales-201610200755_noticia.html"">con un mensaje desafiante en Twitter</a>: «Muchas gracias por todas las muestras de solidaridad. Meterse con dos Capos del Régimen tiene consecuencias».</p>
<p>La FEL se define como una «organización anarquista», creada en 2014 tras la «desmovilización estudiantil post-Bolonia» y para hacer frente a una universidad «cada día más elitizada». Junto a ellos, también estaba <strong>Izquierda Castellana</strong>, el «brazo político» del antifascismo y cuya rama juvenil, Yesca, está asentada en la UCM. </p>
<p>El plan estaba claro. Y el punto de encuentro también. «La convocatoria estaba preparada para quedar <strong>en la Facultad de Psicología</strong>, reunir a toda la gente que vino de la Complutense y de allí entrar en masa para tener el mayor impacto posible», describen los inscritos en el propio curso. La turba fue convocada en redes sociales, y mediante grupos de WhatsApp, un mecanismo que utilizan cada vez más para eludir la vigilancia policial.</p>",2026-03-06 15:10:01
24,Sánchez no someterá a votación del Congreso el envío de la fragata Colón amparándose en la ley de Defensa Nacional,https://www.elmundo.es/espana/2026/03/06/69aadeaffc6c83866d8b4586.html,"Fri, 06 Mar 2026 15:03:34 +0100",El Mundo,"&nbsp;<a href=""https://www.elmundo.es/espana/2026/03/06/69aadeaffc6c83866d8b4586.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
35,"Vox tumba a Guardiola por segunda vez,pero Abascal abre la puerta antes de larepetición electoral: ""Hay mucho tiempo""",https://www.elmundo.es/espana/extremadura/2026/03/06/69aad1ccfc6c83ea518b45c6.html,"Fri, 06 Mar 2026 14:59:13 +0100",El Mundo,"María Guardiola pidió a Vox la abstención hasta el último minuto antes de las votaciones: ""Tengo la conciencia muy tranquila y sigo tendiendo la mano""&nbsp;<a href=""https://www.elmundo.es/espana/extremadura/2026/03/06/69aad1ccfc6c83ea518b45c6.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
45,"Detenido un hombre que mantenía retenida en un piso a su ex mujer, quien pidió auxilio lanzando una nota por la ventana",https://www.elmundo.es/cataluna/2026/03/06/69aadb8fe9cf4a666e8b45ae.html,"Fri, 06 Mar 2026 14:53:13 +0100",El Mundo,"&nbsp;<a href=""https://www.elmundo.es/cataluna/2026/03/06/69aadb8fe9cf4a666e8b45ae.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
32,"Las bolsas europeas aceleran las caídas tras la advertencia de Qatar del posible corte en el suministro de gas y petróleo ""en unos días""",https://www.elmundo.es/economia/dinero-inversion/2026/03/06/69aa877ee9cf4a87418b45aa.html,"Fri, 06 Mar 2026 14:30:13 +0100",El Mundo,"El precio del crudo ha aumentado un 2,59%, mientras el gas se ha disparado un 3,55% pese a empezar el día con caídas&nbsp;<a href=""https://www.elmundo.es/economia/dinero-inversion/2026/03/06/69aa877ee9cf4a87418b45aa.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
40,"Alessandra Rojo, alcaldesa mexicana premiada por Ayuso y víctima de un atentado: ""Me intentaron silenciar, pero cuando decides defender la libertad, ya no hay marcha atrás""",https://www.elmundo.es/madrid/2026/03/06/69a9e84ee85eced3048b4591.html,"Fri, 06 Mar 2026 13:40:41 +0100",El Mundo,"Este viernes recibe el Reconocimiento 8 de marzo de la Comunidad de Madrid por su trayectoria como activista feminista y su labor como regidora en Cuauhtémoc, departamento de Ciudad de México&nbsp;<a href=""https://www.elmundo.es/madrid/2026/03/06/69a9e84ee85eced3048b4591.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
47,"Ayuso premia a YO DONA como ""referente en la información sobre moda, cultura y talento femenino""",https://www.elmundo.es/madrid/2026/03/06/69aabbc121efa03b7b8b4579.html,"Fri, 06 Mar 2026 13:33:47 +0100",El Mundo,"La Comunidad de Madrid entrega los galardones del 8-M a las mujeres iraníes, a la empresa Ausonia, a la política Alessandra Rojo, a la empresaria Alba Pau, a las doctoras Isabel Calvo y Eva Nogales, al ginecólogo Juan Vidal y a la revista de EL MUNDO&nbsp;<a href=""https://www.elmundo.es/madrid/2026/03/06/69aabbc121efa03b7b8b4579.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
36,La alcaldesa de Santander sancionará a la policía local que no comunicó el aviso sobre el peligro de la pasarela de El Bocal,https://www.elmundo.es/espana/2026/03/06/69aac101e4d4d8e1228b4578.html,"Fri, 06 Mar 2026 13:22:15 +0100",El Mundo,"""La cadena de respuesta no funcionó"", asume Gema Igual que ha abierto un expediente informativo a la agente que desoyó la advertencia de un vecino. 28 horas después de la llamada, la pasarela colapsó y provocó la muerte de seis jóvenes&nbsp;<a href=""https://www.elmundo.es/espana/2026/03/06/69aac101e4d4d8e1228b4578.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
48,"Las mejores hipotecas fijas, mixtas y variables de marzo de 2026",https://www.elmundo.es/economia/vivienda/2026/03/06/69aab1a521efa00c578b4582.html,"Fri, 06 Mar 2026 13:05:55 +0100",El Mundo,"El principio fundamental es no endeudarse por encima de las propias posibilidades&nbsp;<a href=""https://www.elmundo.es/economia/vivienda/2026/03/06/69aab1a521efa00c578b4582.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
33,"La inflación subirá por encima del 3% y el PIB crecerá dos décimas menos de lo esperado en 2026 por la guerra en Irán, según Funcas",https://www.elmundo.es/economia/macroeconomia/2026/03/06/69aabf08fc6c8397128b457a.html,"Fri, 06 Mar 2026 13:00:04 +0100",El Mundo,"Si la contienda se prolongara por más tiempo, o si se destruyeran instalaciones e infraestructuras clave dando lugar a disrupciones importantes en los flujos de productos energéticos -petróleo, gas, o derivados<strong>- </strong>el escenario sería significativamente más negativo, advierten&nbsp;<a href=""https://www.elmundo.es/economia/macroeconomia/2026/03/06/69aabf08fc6c8397128b457a.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
42,La muerte de los cinco jóvenes en Manlleu fue accidental tras el incendio de un colchón por una colilla,https://www.elmundo.es/cataluna/2026/03/06/69aabd70e85ece60688b459d.html,"Fri, 06 Mar 2026 12:59:08 +0100",El Mundo,"Los adolescentes fallecieron asfixiados por el humo concentrado en una zona laberíntica de la azotea&nbsp;<a href=""https://www.elmundo.es/cataluna/2026/03/06/69aabd70e85ece60688b459d.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
43,La UEFA multa con 15.000 euros al Real Madrid y una advertencia de cierre por la actitud racista del público ante el Benfica,https://www.elmundo.es/deportes/futbol/champions-league/2026/03/06/69aac0eae85ecefd0f8b459d.html,"Fri, 06 Mar 2026 12:56:36 +0100",El Mundo,"En el partido ante el Benfica, el pasado 25 de febrero, un aficionado de la grada de animación del Real Madrid, la 'Grada Fans' en la que se desplegó un tifo contra el racismo, fue expulsado del recinto tras ser captado por las cámaras de la transmisión del encuentro realizando el saludo nazi&nbsp;<a href=""https://www.elmundo.es/deportes/futbol/champions-league/2026/03/06/69aac0eae85ecefd0f8b459d.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
37,"Sánchez recuerda a los fallecidos de la Universidad Internacional de Andalucía en el accidente de Adamuz ante la ""perplejidad"" del resto de víctimas",https://www.elmundo.es/espana/2026/03/06/69aab9f6e85ecedd208b4599.html,"Fri, 06 Mar 2026 12:38:36 +0100",El Mundo,"La Asociación de Víctimas lamenta que el recuerdo institucional no se extendiera al conjunto de afectados&nbsp;<a href=""https://www.elmundo.es/espana/2026/03/06/69aab9f6e85ecedd208b4599.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
41,La Policía de Indonesia detiene al capitán del barco que naufragó con una familia valenciana a bordo,https://www.elmundo.es/comunidad-valenciana/2026/03/06/69aab99be9cf4afb538b4595.html,"Fri, 06 Mar 2026 12:25:18 +0100",El Mundo,"Está acusado de un delito de negligencia con resultado mortal, castigado con hasta cinco años de cárcel&nbsp;<a href=""https://www.elmundo.es/comunidad-valenciana/2026/03/06/69aab99be9cf4afb538b4595.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
39,Marlaska nombra al jefe superior de Baleares nuevo número dos de la Policía Nacional,https://www.elmundo.es/espana/2026/03/06/69aab126e4d4d8dd418b4596.html,"Fri, 06 Mar 2026 12:01:40 +0100",El Mundo,"José Luis Santafé asume el puesto tras el escándalo que provocó la salida de José Ángel González. El nuevo DAO declara a EL MUNDO que en momentos así ""hay que dar un paso adelante"". Durante su jefatura se ha distinguido, entre otras cosas, por liderar grandes operaciones contra el narcotráfico&nbsp;<a href=""https://www.elmundo.es/espana/2026/03/06/69aab126e4d4d8dd418b4596.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
29,¿Cuántos misiles y cuántas bombas les quedan a los ayatolás de Irán? Los cálculos y la realidad,https://www.elmundo.es/internacional/2026/03/06/69aab005e85ecea8598b4570.html,"Fri, 06 Mar 2026 11:50:14 +0100",El Mundo,"Teherán habría tenido almacenados mil misiles balísticos y habrían lanzado la mitad&nbsp;<a href=""https://www.elmundo.es/internacional/2026/03/06/69aab005e85ecea8598b4570.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
